Date,Time,delta_ms,Voltage,Current
2014-02-06,17:04:34,1109,7.55105,0.00117594
2014-02-06,17:04:35,1109,7.5511,0.0012151
2014-02-06,17:04:36,1107,7.55104,0.00118779
2014-02-06,17:04:38,1110,7.55096,0.00119152
2014-02-06,17:04:39,1112,7.55098,0.00117562
2014-02-06,17:04:40,1107,7.5509,0.00118164
2014-02-06,17:04:41,1110,7.55103,0.00120955
2014-02-06,17:04:42,1105,7.55094,0.00119789
2014-02-06,17:04:43,1110,7.55092,0.00118215
2014-02-06,17:04:44,1110,7.551,0.00118316
2014-02-06,17:04:45,1110,7.55084,0.00119764
2014-02-06,17:04:46,1108,7.55091,0.00121856
2014-02-06,17:04:48,1108,7.55084,0.00118987
2014-02-06,17:04:49,1161,7.55084,0.00116385
2014-02-06,17:04:50,1110,7.55085,0.00120989
2014-02-06,17:04:51,1108,7.55059,0.00120213
2014-02-06,17:04:52,1109,7.55061,0.0012125
2014-02-06,17:04:53,1109,7.55057,0.00120566
2014-02-06,17:04:54,1109,7.55047,0.00120703
2014-02-06,17:04:55,1108,7.55057,0.00122388
2014-02-06,17:04:57,1110,7.55053,0.00118375
2014-02-06,17:04:58,1110,7.55055,0.00122113
2014-02-06,17:04:59,1105,7.55053,0.00121326
2014-02-06,17:05:00,1110,7.55044,0.00120108
2014-02-06,17:05:01,1108,7.5505,0.0012189
2014-02-06,17:05:02,1110,7.5504,0.00120237
2014-02-06,17:05:03,1110,7.55049,0.00123311
2014-02-06,17:05:04,1107,7.55041,0.00120766
2014-02-06,17:05:05,1111,7.55046,0.00121963
2014-02-06,17:05:06,1112,7.55039,0.00121374
2014-02-06,17:05:08,1110,7.55039,0.00121513
2014-02-06,17:05:09,1106,7.55039,0.00121519
2014-02-06,17:05:10,1111,7.55031,0.00119423
2014-02-06,17:05:11,1110,7.55038,0.00120584
2014-02-06,17:05:12,1111,7.55033,0.00119173
2014-02-06,17:05:13,1112,7.55032,0.00120739
2014-02-06,17:05:14,1106,7.55025,0.00118856
2014-02-06,17:05:15,1109,7.55028,0.00120917
2014-02-06,17:05:16,1108,7.55035,0.00119484
2014-02-06,17:05:18,1108,7.55024,0.00120901
2014-02-06,17:05:19,1108,8.10458,0.999826
2014-02-06,17:05:20,1118,8.09933,0.999867
2014-02-06,17:05:21,1107,8.09817,0.999838
2014-02-06,17:05:22,1110,8.10024,0.999824
2014-02-06,17:05:23,1109,8.10239,0.999852
2014-02-06,17:05:24,1109,8.10418,0.999827
2014-02-06,17:05:25,1108,8.10778,0.999868
2014-02-06,17:05:26,1106,8.11344,0.999867
2014-02-06,17:05:28,1109,8.11568,0.999816
2014-02-06,17:05:29,1110,8.11926,0.999864
2014-02-06,17:05:30,1111,8.12252,0.999827
2014-02-06,17:05:31,1108,8.12628,0.999851
2014-02-06,17:05:32,1107,8.13147,0.999819
2014-02-06,17:05:33,1113,8.13823,0.99987
2014-02-06,17:05:34,1109,8.14561,0.999828
2014-02-06,17:05:35,1110,8.15216,0.999845
2014-02-06,17:05:36,1109,8.16101,0.999845
2014-02-06,17:05:38,1108,8.1709,0.999813
2014-02-06,17:05:39,1110,8.17648,0.99986
2014-02-06,17:05:40,1110,8.19278,0.999817
2014-02-06,17:05:41,1109,8.20351,0.999851
2014-02-06,17:05:42,1109,8.23526,0.999836
2014-02-06,17:05:43,1110,8.23661,0.999806
2014-02-06,17:05:44,1110,8.25892,0.999672
2014-02-06,17:05:45,1108,8.21249,0.999844
2014-02-06,17:05:46,1110,8.19452,0.999874
2014-02-06,17:05:48,1110,8.20305,0.999831
2014-02-06,17:05:49,1107,8.1994,0.999842
2014-02-06,17:05:50,1112,8.20568,0.999835
2014-02-06,17:05:51,1109,8.19734,0.999858
2014-02-06,17:05:52,1108,8.21103,0.999842
2014-02-06,17:05:53,1109,8.2079,0.999828
2014-02-06,17:05:54,1111,8.20255,0.999846
2014-02-06,17:05:55,1107,8.19689,0.999821
2014-02-06,17:05:56,1110,8.21451,0.999844
2014-02-06,17:05:58,1109,8.21697,0.999816
2014-02-06,17:05:59,1108,8.22121,0.999837
2014-02-06,17:06:00,1112,8.22338,0.999829
2014-02-06,17:06:01,1108,8.22262,0.999847
2014-02-06,17:06:02,1108,8.22762,0.999843
2014-02-06,17:06:03,1111,8.24243,0.999812
2014-02-06,17:06:04,1105,8.25977,0.999807
2014-02-06,17:06:05,1110,8.26322,0.999818
2014-02-06,17:06:06,1109,8.27824,0.99983
2014-02-06,17:06:08,1111,8.24861,0.999828
2014-02-06,17:06:09,1110,8.24824,0.99985
2014-02-06,17:06:10,1107,8.25867,0.999803
2014-02-06,17:06:11,1113,8.30786,0.999889
2014-02-06,17:06:12,1108,8.26567,0.99983
2014-02-06,17:06:13,1108,8.25677,0.999833
2014-02-06,17:06:14,1109,8.28299,0.999826
2014-02-06,17:06:15,1108,8.28323,0.999804
2014-02-06,17:06:16,1107,8.34289,0.999893
2014-02-06,17:06:17,1110,8.25303,0.999813
2014-02-06,17:06:19,1107,8.2871,0.99985
2014-02-06,17:06:20,1111,8.28482,0.999811
2014-02-06,17:06:21,1110,8.2856,0.999844
2014-02-06,17:06:22,1108,8.26921,0.999835
2014-02-06,17:06:23,1109,8.2887,0.999836
2014-02-06,17:06:24,1112,8.2566,1.00004
2014-02-06,17:06:25,1112,8.24005,0.999867
2014-02-06,17:06:26,1107,8.2455,0.999845
2014-02-06,17:06:27,1110,8.25125,0.999858
2014-02-06,17:06:29,1108,8.26169,0.999857
2014-02-06,17:06:30,1111,8.27626,0.999845
2014-02-06,17:06:31,1107,8.27816,0.999827
2014-02-06,17:06:32,1111,8.26988,0.999821
2014-02-06,17:06:33,1109,8.27181,0.999823
2014-02-06,17:06:34,1108,8.35909,0.776982
2014-02-06,17:06:35,1111,8.3591,0.818642
2014-02-06,17:06:36,1108,8.35906,1.08343
2014-02-06,17:06:37,1110,8.31976,0.999927
2014-02-06,17:06:39,1110,8.3591,0.959542
2014-02-06,17:06:40,1110,8.26171,1.00003
2014-02-06,17:06:41,1116,8.27829,0.999894
2014-02-06,17:06:42,1108,8.35398,0.934725
2014-02-06,17:06:43,1108,8.35907,0.967877
2014-02-06,17:06:44,1110,8.32613,1.00034
2014-02-06,17:06:45,1110,8.30772,0.999881
2014-02-06,17:06:46,1107,8.31339,0.999852
2014-02-06,17:06:47,1115,8.30182,0.999856
2014-02-06,17:06:49,1107,8.30659,0.999843
2014-02-06,17:06:50,1111,8.30905,0.999851
2014-02-06,17:06:51,1110,8.30466,0.99981
2014-02-06,17:06:52,1108,8.30538,0.99983
2014-02-06,17:06:53,1105,8.31002,0.999836
2014-02-06,17:06:54,1108,8.31838,0.999829
2014-02-06,17:06:55,1108,8.33001,0.999833
2014-02-06,17:06:56,1110,8.33891,0.999824
2014-02-06,17:06:57,1105,8.35905,0.976811
2014-02-06,17:06:59,1113,8.35901,0.984216
2014-02-06,17:07:00,1107,8.35904,1.0163
2014-02-06,17:07:01,1114,8.3438,0.999913
2014-02-06,17:07:02,1109,8.33154,0.99989
2014-02-06,17:07:03,1109,8.33824,0.999843
2014-02-06,17:07:04,1111,8.34792,0.99987
2014-02-06,17:07:05,1107,8.3553,0.999841
2014-02-06,17:07:06,1109,8.35905,0.991354
2014-02-06,17:07:07,1110,8.35905,0.902746
2014-02-06,17:07:09,1108,8.35902,0.809797
2014-02-06,17:07:10,1110,8.35905,0.66028
2014-02-06,17:07:11,1109,8.35903,0.530252
2014-02-06,17:07:12,1106,8.35903,0.293772
2014-02-06,17:07:13,1108,8.35903,0.0544691
2014-02-06,17:07:14,1110,8.35901,0.00107885
2014-02-06,17:07:15,1108,8.35901,0.015001
2014-02-06,17:07:16,1107,8.35898,0.000565813
2014-02-06,17:07:17,1109,8.35905,0.000747811
2014-02-06,17:07:18,1111,8.35905,0.000739357
2014-02-06,17:07:20,1109,8.35903,0.00070349
2014-02-06,17:07:21,1134,8.359,0.000750226
2014-02-06,17:07:22,1109,8.35902,0.000968977
2014-02-06,17:07:23,1107,8.30928,0.999916
2014-02-06,17:07:24,1108,8.35907,0.978726
2014-02-06,17:07:25,1112,8.35904,0.923153
2014-02-06,17:07:26,1111,8.35908,0.89627
2014-02-06,17:07:27,1108,8.35903,0.972646
2014-02-06,17:07:29,1109,8.35904,0.818703
2014-02-06,17:07:30,1110,8.35903,0.981625
2014-02-06,17:07:31,1112,8.35907,0.853473
2014-02-06,17:07:32,1111,8.35903,0.949848
2014-02-06,17:07:33,1108,8.35907,0.815566
2014-02-06,17:07:34,1109,8.35904,0.838939
2014-02-06,17:07:35,1110,8.35909,1.09195
2014-02-06,17:07:36,1110,8.33253,0.999916
2014-02-06,17:07:37,1110,8.30709,0.999905
2014-02-06,17:07:38,1106,8.32123,0.999862
2014-02-06,17:07:40,1108,8.32721,0.999843
2014-02-06,17:07:41,1107,8.30763,0.999906
2014-02-06,17:07:42,1117,8.30253,0.999845
2014-02-06,17:07:43,1113,8.32689,0.999815
2014-02-06,17:07:44,1105,8.31582,0.999807
2014-02-06,17:07:45,1109,8.3353,0.999876
2014-02-06,17:07:46,1107,8.3414,0.999845
2014-02-06,17:07:47,1111,8.33616,0.99985
2014-02-06,17:07:48,1112,8.31651,0.999811
2014-02-06,17:07:50,1106,8.34029,0.999877
2014-02-06,17:07:51,1109,8.34163,0.999876
2014-02-06,17:07:52,1110,8.33778,0.999786
2014-02-06,17:07:53,1109,8.31739,0.999869
2014-02-06,17:07:54,1108,8.31691,0.999831
2014-02-06,17:07:55,1106,8.34552,0.999838
2014-02-06,17:07:56,1110,8.35308,0.999859
2014-02-06,17:07:57,1106,8.35308,0.999866
2014-02-06,17:07:58,1109,8.33257,0.999883
2014-02-06,17:08:00,1110,8.30647,0.999848
2014-02-06,17:08:01,1111,8.31113,0.999848
2014-02-06,17:08:02,1112,8.32083,0.999834
2014-02-06,17:08:03,1107,8.33113,0.999833
2014-02-06,17:08:04,1111,8.33781,0.999825
2014-02-06,17:08:05,1112,8.34157,0.999828
2014-02-06,17:08:06,1108,8.34764,0.999826
2014-02-06,17:08:07,1105,8.35909,0.999441
2014-02-06,17:08:08,1114,8.35907,0.91421
2014-02-06,17:08:10,1113,8.35907,0.724748
2014-02-06,17:08:11,1111,8.35905,0.869039
2014-02-06,17:08:12,1105,8.35904,0.901727
2014-02-06,17:08:13,1110,8.35904,0.908409
2014-02-06,17:08:14,1108,8.35904,0.784089
2014-02-06,17:08:15,1109,8.35907,0.797015
2014-02-06,17:08:16,1111,8.359,0.869502
2014-02-06,17:08:17,1105,8.35903,0.877398
2014-02-06,17:08:18,1110,8.35908,0.967483
2014-02-06,17:08:20,1109,8.35907,0.99587
2014-02-06,17:08:21,1109,8.35903,0.700609
2014-02-06,17:08:22,1113,8.35907,0.759939
2014-02-06,17:08:23,1107,8.35902,0.996185
2014-02-06,17:08:24,1107,8.35906,0.956084
2014-02-06,17:08:25,1110,8.35903,0.967962
2014-02-06,17:08:26,1108,8.35902,1.01034
2014-02-06,17:08:27,1111,8.35902,0.973788
2014-02-06,17:08:28,1107,8.35902,0.911222
2014-02-06,17:08:30,1108,8.35904,1.0456
2014-02-06,17:08:31,1108,8.32986,0.99999
2014-02-06,17:08:32,1114,8.34267,0.999882
2014-02-06,17:08:33,1113,8.35909,0.986424
2014-02-06,17:08:34,1109,8.35906,0.959956
2014-02-06,17:08:35,1109,8.35909,0.904696
2014-02-06,17:08:36,1107,8.35903,0.578608
2014-02-06,17:08:37,1111,8.35911,0.729056
2014-02-06,17:08:38,1109,8.35904,0.84526
2014-02-06,17:08:39,1107,8.35909,0.918013
2014-02-06,17:08:41,1109,8.35906,0.908474
2014-02-06,17:08:42,1108,8.35907,0.655691
2014-02-06,17:08:43,1110,8.35909,0.767435
2014-02-06,17:08:44,1109,8.35905,0.679413
2014-02-06,17:08:45,1105,8.3591,0.607933
2014-02-06,17:08:46,1109,8.35901,0.71785
2014-02-06,17:08:47,1110,8.35905,0.428872
2014-02-06,17:08:48,1110,8.35906,0.637482
2014-02-06,17:08:49,1112,8.35906,0.787357
2014-02-06,17:08:51,1106,8.35907,0.799574
2014-02-06,17:08:52,1109,8.35901,0.282157
2014-02-06,17:08:53,1111,8.35906,0.789583
2014-02-06,17:08:54,1109,8.35904,0.978599
2014-02-06,17:08:55,1111,8.35902,1.0176
2014-02-06,17:08:56,1105,8.35906,0.996623
2014-02-06,17:08:57,1109,8.35899,0.239797
2014-02-06,17:08:58,1109,8.35901,0.00490339
2014-02-06,17:08:59,1110,8.35902,0.0241573
2014-02-06,17:09:01,1113,8.35901,0.0121972
2014-02-06,17:09:02,1115,8.35902,0.00639755
2014-02-06,17:09:03,1112,8.35898,0.00635816
2014-02-06,17:09:04,1113,8.35907,0.00648753
2014-02-06,17:09:05,1109,8.359,0.00627852
2014-02-06,17:09:06,1109,8.35903,0.00639569
2014-02-06,17:09:07,1108,8.35897,0.00633303
2014-02-06,17:09:08,1107,8.35901,0.00648031
2014-02-06,17:09:09,1111,8.359,0.00639985
2014-02-06,17:09:11,1110,8.35904,0.00646408
2014-02-06,17:09:12,1109,8.359,0.00297766
2014-02-06,17:09:13,1107,8.35898,0.000624044
2014-02-06,17:09:14,1110,8.359,0.00150899
2014-02-06,17:09:15,1108,8.35904,0.00151543
2014-02-06,17:09:16,1110,8.35904,0.00146351
2014-02-06,17:09:17,1106,8.35899,0.001357
2014-02-06,17:09:18,1108,8.35902,0.00135317
2014-02-06,17:09:19,1107,8.35902,0.00129141
2014-02-06,17:09:21,1110,8.35899,0.00144034
2014-02-06,17:09:22,1107,8.35895,0.00377093
2014-02-06,17:09:23,1113,8.35898,0.0027627
2014-02-06,17:09:24,1107,8.35904,0.00205748
2014-02-06,17:09:25,1107,8.35897,0.00251449
2014-02-06,17:09:26,1110,8.35899,0.00212498
2014-02-06,17:09:27,1110,8.35901,0.00354182
2014-02-06,17:09:28,1108,8.35903,0.00110792
2014-02-06,17:09:29,1108,8.35898,0.000932294
2014-02-06,17:09:31,1106,8.35898,0.00221755
2014-02-06,17:09:32,1110,8.35905,0.00127303
2014-02-06,17:09:33,1110,8.359,0.00365601
2014-02-06,17:09:34,1107,8.35898,0.00256343
2014-02-06,17:09:35,1110,8.35897,0.0357287
2014-02-06,17:09:36,1109,8.35901,0.0348124
2014-02-06,17:09:37,1106,8.35895,0.0354352
2014-02-06,17:09:38,1110,8.35903,0.0349397
2014-02-06,17:09:39,1106,8.359,0.0352976
2014-02-06,17:09:40,1109,8.35904,0.0343933
2014-02-06,17:09:42,1109,8.35906,0.865151
2014-02-06,17:09:43,1114,8.35899,0.0357663
2014-02-06,17:09:44,1112,8.35902,0.00472902
2014-02-06,17:09:45,1105,8.359,0.00448403
2014-02-06,17:09:46,1109,8.35902,0.00490439
2014-02-06,17:09:47,1109,8.35904,0.00529331
2014-02-06,17:09:48,1107,8.35905,0.00475318
2014-02-06,17:09:49,1110,8.35903,0.00465344
2014-02-06,17:09:50,1109,8.35903,0.00414279
2014-02-06,17:09:52,1108,8.35905,0.0038961
2014-02-06,17:09:53,1108,8.35901,0.00390972
2014-02-06,17:09:54,1111,8.35906,0.00391471
2014-02-06,17:09:55,1108,8.35902,0.00421857
2014-02-06,17:09:56,1110,8.35906,0.00383312
2014-02-06,17:09:57,1109,8.35903,0.00305071
2014-02-06,17:09:58,1109,8.35903,0.00448324
2014-02-06,17:09:59,1110,8.35906,0.00351719
2014-02-06,17:10:00,1107,8.35899,0.0124671
2014-02-06,17:10:02,1111,8.35899,0.168621
2014-02-06,17:10:03,1152,8.35901,0.0344666
2014-02-06,17:10:04,1109,8.35901,0.00841582
2014-02-06,17:10:05,1111,8.35904,0.0118051
2014-02-06,17:10:06,1107,8.35907,0.0041398
2014-02-06,17:10:07,1108,8.35903,0.00174459
2014-02-06,17:10:08,1110,8.35903,0.00173301
2014-02-06,17:10:09,1107,8.35902,0.0146858
2014-02-06,17:10:10,1111,8.35903,0.0111444
2014-02-06,17:10:12,1109,8.35903,0.0102562
2014-02-06,17:10:13,1107,8.35901,0.007523
2014-02-06,17:10:14,1112,8.35902,0.00641302
2014-02-06,17:10:15,1107,8.35905,0.00545729
2014-02-06,17:10:16,1109,8.35909,0.00504662
2014-02-06,17:10:17,1109,8.35907,0.00471593
2014-02-06,17:10:18,1105,8.35904,0.00448112
2014-02-06,17:10:19,1108,8.35909,0.00490878
2014-02-06,17:10:20,1111,8.35905,0.00427102
2014-02-06,17:10:22,1111,8.35912,0.608903
2014-02-06,17:10:23,1107,8.35907,0.428889
2014-02-06,17:10:24,1111,8.35905,0.0965541
2014-02-06,17:10:25,1109,8.35906,0.0402943
2014-02-06,17:10:26,1107,8.35913,0.0247788
2014-02-06,17:10:27,1110,8.35906,0.02066
2014-02-06,17:10:28,1106,8.35905,0.0178224
2014-02-06,17:10:29,1110,8.35903,0.0224004
2014-02-06,17:10:30,1110,8.35903,0.0176609
2014-02-06,17:10:32,1107,8.35904,0.0144859
2014-02-06,17:10:33,1109,8.35901,0.0166624
2014-02-06,17:10:34,1112,8.35905,0.0162193
2014-02-06,17:10:35,1108,8.35903,0.0187113
2014-02-06,17:10:36,1108,8.35904,0.0197724
2014-02-06,17:10:37,1111,8.35904,0.0193782
2014-02-06,17:10:38,1107,8.35906,0.0192105
2014-02-06,17:10:39,1109,8.35905,0.0184816
2014-02-06,17:10:40,1108,8.35902,0.0185701
2014-02-06,17:10:42,1110,8.35906,0.0189542
2014-02-06,17:10:43,1107,8.35907,0.0184825
2014-02-06,17:10:44,1112,8.35905,0.00840206
2014-02-06,17:10:45,1105,8.35907,0.00511781
2014-02-06,17:10:46,1108,8.35903,0.00413657
2014-02-06,17:10:47,1111,8.35904,0.00377542
2014-02-06,17:10:48,1108,8.35899,0.0140032
2014-02-06,17:10:49,1111,8.35907,0.0158152
2014-02-06,17:10:50,1107,8.35904,0.0245131
2014-02-06,17:10:52,1110,8.35898,0.0554464
2014-02-06,17:10:53,1111,8.359,0.0341943
2014-02-06,17:10:54,1111,8.359,0.0470164
2014-02-06,17:10:55,1108,8.35906,0.0381364
2014-02-06,17:10:56,1112,8.35905,0.0309553
2014-02-06,17:10:57,1105,8.35909,0.0409085
2014-02-06,17:10:58,1110,8.35908,0.0620252
2014-02-06,17:10:59,1109,8.35907,0.0189094
2014-02-06,17:11:00,1109,8.35908,0.0359318
2014-02-06,17:11:01,1106,8.35902,0.0233078
2014-02-06,17:11:03,1107,8.35906,0.0339727
2014-02-06,17:11:04,1111,8.35901,0.0258475
2014-02-06,17:11:05,1107,8.35904,0.00532526
2014-02-06,17:11:06,1112,8.35909,0.0263482
2014-02-06,17:11:07,1106,8.35905,0.0450897
2014-02-06,17:11:08,1112,8.359,0.028438
2014-02-06,17:11:09,1110,8.35908,0.0535851
2014-02-06,17:11:10,1108,8.35905,0.0687294
2014-02-06,17:11:11,1110,8.35911,0.0489613
2014-02-06,17:11:13,1108,8.35914,0.544481
2014-02-06,17:11:14,1109,8.35907,0.0874225
2014-02-06,17:11:15,1109,8.35905,0.0146841
2014-02-06,17:11:16,1111,8.35905,0.0113679
2014-02-06,17:11:17,1108,8.35905,0.0094677
2014-02-06,17:11:18,1108,8.35905,0.00901835
2014-02-06,17:11:19,1107,8.35907,0.00827075
2014-02-06,17:11:20,1110,8.35904,0.00839898
2014-02-06,17:11:21,1109,8.35906,0.00874723
2014-02-06,17:11:23,1110,8.35906,0.0084005
2014-02-06,17:11:24,1130,8.35902,0.00866987
2014-02-06,17:11:25,1106,8.35908,0.00844856
2014-02-06,17:11:26,1108,8.35904,0.00820407
2014-02-06,17:11:27,1110,8.35905,0.00811467
2014-02-06,17:11:28,1109,8.35909,0.00639832
2014-02-06,17:11:29,1107,8.35902,0.00686749
2014-02-06,17:11:30,1108,8.35905,0.00635131
2014-02-06,17:11:31,1109,8.35904,0.00646405
2014-02-06,17:11:33,1109,8.35906,0.00672974
2014-02-06,17:11:34,1112,8.359,0.00708564
2014-02-06,17:11:35,1109,8.35905,0.00724273
2014-02-06,17:11:36,1110,8.35905,0.241479
2014-02-06,17:11:37,1109,8.35903,0.0114823
2014-02-06,17:11:38,1113,8.35903,0.00956133
2014-02-06,17:11:39,1110,8.35908,0.00883549
2014-02-06,17:11:40,1109,8.35901,0.00882691
2014-02-06,17:11:41,1109,8.35904,0.00822757
2014-02-06,17:11:43,1110,8.35902,0.0079852
2014-02-06,17:11:44,1111,8.35903,0.00827924
2014-02-06,17:11:45,1114,8.35905,0.00719401
2014-02-06,17:11:46,1106,8.35911,0.00658136
2014-02-06,17:11:47,1106,8.35904,0.00569114
2014-02-06,17:11:48,1112,8.35907,0.00518238
2014-02-06,17:11:49,1111,8.35905,0.00443291
2014-02-06,17:11:50,1109,8.35908,0.0056078
2014-02-06,17:11:51,1106,8.35911,0.0045528
2014-02-06,17:11:53,1109,8.35904,0.00487107
2014-02-06,17:11:54,1111,8.35907,0.00454384
2014-02-06,17:11:55,1113,8.35906,0.00414452
2014-02-06,17:11:56,1110,8.35907,0.00408847
2014-02-06,17:11:57,1105,8.35905,0.00461415
2014-02-06,17:11:58,1108,8.35908,0.00502547
2014-02-06,17:11:59,1108,8.35906,0.00449103
2014-02-06,17:12:00,1110,8.35906,0.00405277
2014-02-06,17:12:01,1109,8.35904,0.00422189
2014-02-06,17:12:03,1106,8.35901,0.00411505
2014-02-06,17:12:04,1110,8.35905,0.00405962
2014-02-06,17:12:05,1109,8.35905,0.00402998
2014-02-06,17:12:06,1110,8.35907,0.00394508
2014-02-06,17:12:07,1108,8.3591,0.00404916
2014-02-06,17:12:08,1109,8.35908,0.00378197
2014-02-06,17:12:09,1109,8.35907,0.00377136
2014-02-06,17:12:10,1109,8.35899,0.0037056
2014-02-06,17:12:11,1110,8.35906,0.00375066
2014-02-06,17:12:12,1109,8.35902,0.00337632
2014-02-06,17:12:14,1109,8.35904,0.00401424
2014-02-06,17:12:15,1114,8.35907,0.00379634
2014-02-06,17:12:16,1108,8.35904,0.00365453
2014-02-06,17:12:17,1110,8.35907,0.00356473
2014-02-06,17:12:18,1112,8.35907,0.00358426
2014-02-06,17:12:19,1107,8.35904,0.00363944
2014-02-06,17:12:20,1108,8.35905,0.00369175
2014-02-06,17:12:21,1109,8.35907,0.00367865
2014-02-06,17:12:22,1109,8.35905,0.00335792
2014-02-06,17:12:24,1111,8.35901,0.00337851
2014-02-06,17:12:25,1111,8.35902,0.00287828
2014-02-06,17:12:26,1107,8.35907,0.00290977
2014-02-06,17:12:27,1108,8.35908,0.00285214
2014-02-06,17:12:28,1110,8.35903,0.00277059
2014-02-06,17:12:29,1109,8.3591,0.217346
2014-02-06,17:12:30,1109,8.35909,0.167519
2014-02-06,17:12:31,1107,8.35908,0.129426
2014-02-06,17:12:32,1109,8.35909,0.124537
2014-02-06,17:12:34,1111,8.35907,0.120702
2014-02-06,17:12:35,1110,8.35902,0.118726
2014-02-06,17:12:36,1106,8.35903,0.117174
2014-02-06,17:12:37,1108,8.35906,0.115095
2014-02-06,17:12:38,1110,8.35901,0.113661
2014-02-06,17:12:39,1112,8.35906,0.112437
2014-02-06,17:12:40,1108,8.35904,0.111
2014-02-06,17:12:41,1109,8.35906,0.109974
2014-02-06,17:12:42,1111,8.35906,0.109106
2014-02-06,17:12:44,1107,8.35906,0.107963
2014-02-06,17:12:45,1132,8.35913,0.10744
2014-02-06,17:12:46,1108,8.3591,0.106506
2014-02-06,17:12:47,1111,8.35909,0.106424
2014-02-06,17:12:48,1107,8.35907,0.105631
2014-02-06,17:12:49,1109,8.35904,0.105007
2014-02-06,17:12:50,1104,8.35908,0.104887
2014-02-06,17:12:51,1111,8.35907,0.104274
2014-02-06,17:12:52,1116,8.35906,0.103951
2014-02-06,17:12:54,1107,8.35905,0.103624
2014-02-06,17:12:55,1109,8.3591,0.103459
2014-02-06,17:12:56,1111,8.35906,0.103115
2014-02-06,17:12:57,1108,8.35909,0.103052
2014-02-06,17:12:58,1107,8.3591,0.102559
2014-02-06,17:12:59,1108,8.3591,0.102189
2014-02-06,17:13:00,1109,8.35907,0.101898
2014-02-06,17:13:01,1107,8.35906,0.101392
2014-02-06,17:13:02,1113,8.35912,0.101511
2014-02-06,17:13:04,1107,8.35909,0.100822
2014-02-06,17:13:05,1107,8.3591,0.100822
2014-02-06,17:13:06,1110,8.35912,0.10071
2014-02-06,17:13:07,1109,8.35909,0.100295
2014-02-06,17:13:08,1106,8.35907,0.100162
